BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
1,Scorpio,Saturn,Scorpio Ascendant,Saturn in Scorpio in 1,"When SATURN rises in Scorpio, the native may suffer from throat disease and experience professional hazards. His marriage partner is usually incompatible, his personal life miserable, and his circumstances poor and needy.",Owns Houses 3 and 4,Scorpio in 1,Saturn in 1,Saturn in Scorpio,Scorpio Ascendant,70,,,,,,,,,,,,
1,Scorpio,Rahu,Scorpio Ascendant,Rahu in Scorpio in 1,"Under the impact of RAHU in this sign, the individual can suffer danger from poisoning and suicida.l urges, indulge in mean and prohibited undertakings, and be at the center of serious scandal.",Owns Houses 9 and ,Scorpio in 1,Rahu in 1,Rahu in Scorpio,Scorpio Ascendant,71,,,,,,,,,,,,
1,Scorpio,Ketu,Scorpio Ascendant,Ketu in Scorpio in 1,"With KETU, the native can be heartless, murderous, crazy, perverted and unattractive at worst, but the converse side of a strong Ketu is always intensely spiritual.",Owns Houses 2 and 5,Scorpio in 1,Ketu in 1,Ketu in Scorpio,Scorpio Ascendant,72,,,,,,,,,,,,
1,Sagittarius,Sun,Sagittarius Ascendant,Sun in Sagittarius in 1,"The presence of the SUN in the Ascendant makes very forceful personalities. An individual under this configuration becomes fiery, phil­osophical, forthright, courageous and does not consider anyone his equal. He maintains his distance, even from his near and dear ones, but is well respected in society. He may become bald.",Owns Houses 9 and ,Sagittarius in 1,Sun in 1,Sun in Sagittarius,Sagittarius Ascendant,73,,,,,,,,,,,,
1,Sagittarius,Moon,Sagittarius Ascendant,Moon in Sagittarius in 1,"With the MOON in the Ascendant the native tends to have a long face and high neck. He enjoys social status, inherits property from his father, and has an imaginative mind. He is usually powerful and clever in speech. The person can be easily won by kind treatment but not easily subdued by force. However, he is subject to mood swings and to being dis.satisfied with his immediate living conditions. He may suffer from phlegm (kapha), high cholesterol, and the eruption of boils.",Owns Houses 8 and ,Sagittarius in 1,Moon in 1,Moon in Sagittarius,Sagittarius Ascendant,74,,,,,,,,,,,,
1,Sagittarius,Mercury,Sagittarius Ascendant,Mercury in Sagittarius in 1,"With MERCURY here, the native receives support from his spouse and business partners. The state honors him, and society respects him for his approach to life, social behavior and righteous conduct. He has a good command of the spoken and written word. His personal life and family relationships will be harmonious.",Owns Houses 7 and 10,Sagittarius in 1,Mercury in 1,Mercury in Sagittarius,Sagittarius Ascendant,75,,,,,,,,,,,,
1,Sagittarius,Venus,Sagittarius Ascendant,Venus in Sagittarius in 1,"VENUS also gives favorable results in this position. Under its impact, the individual is adored for his good qualities. He usually has a charming face, many friends, and devotes quality time to his family. However, he may encounter difficulties in married life and impediments in everyday living.",Owns Houses 6 and 11,Sagittarius in 1,Venus in 1,Venus in Sagittarius,Sagittarius Ascendant,76,,,,,,,,,,,,
1,Sagittarius,Mars,Sagittarius Ascendant,Mars in Sagittarius in 1,"MARS rising in Sagittarius shapes an individual who is learned in technology and military sciences. There may be danger from poison, machinery and travel. The person gains renown and wealth, especially from overseas. He will be given special consideration and regard from the state and may even be in the diplomatic service. There may, however, be a strain on his marriage.",Owns Houses 5 and 12,Sagittarius in 1,Mars in 1,Mars in Sagittarius,Sagittarius Ascendant,77,,,,,,,,,,,,
1,Sagittarius,Jupiter,Sagittarius Ascendant,Jupiter in Sagittarius in 1,"With JUPITER in the Ascendant, the native becomes respected, regal, greatly honored, an intellectual leader and learned among men. His soul is highly evolved; he is a righteous man; a saint among the people. He will inspire others to righteous action and there will be a glow on his face. He will attain wealth, but his heart will always be with the people.",Owns Houses 1 and 4,Sagittarius in 1,Jupiter in 1,Jupiter in Sagittarius,Sagittarius Ascendant,78,,,,,,,,,,,,
1,Sagittarius,Saturn,Sagittarius Ascendant,Saturn in Sagittarius in 1,"SATURN bestows material wealth here. The person becomes a civic leader among the people with whom he dwells. He is wealthy, has a good spouse, resides in a spacious home, and is generally happy in the latter part of his life. Psychologically, he feels he is playing a role in the drama of life: there may be an astonishing detachment.",Owns Houses 2 and 3,Sagittarius in 1,Saturn in 1,Saturn in Sagittarius,Sagittarius Ascendant,79,,,,,,,,,,,,
1,Sagittarius,Rahu,Sagittarius Ascendant,Rahu in Sagittarius in 1,RAHU in the Ascendant can inspire the individual to believe in or propound unethical ideas. Such a person indulges in mean social conduct and at worst may become a drug addict.,Owns Houses 8 and ,Sagittarius in 1,Rahu in 1,Rahu in Sagittarius,Sagittarius Ascendant,80,,,,,,,,,,,,
1,Sagittarius,Ketu,Sagittarius Ascendant,Ketu in Sagittarius in 1,"With KETU here, there is a tendency to disobey moral laws and to seem deranged. The person may suffer from ailments which medicine cannot cure.",Owns Houses 1 and 4,Sagittarius in 1,Ketu in 1,Ketu in Sagittarius,Sagittarius Ascendant,81,,,,,,,,,,,,
1,Capricorn,Sun,Capricorn Ascendant,Sun in Capricorn in 1,"When the SUN occupies the Ascendant it can make the native mean and dishonest; he neither realizes the true significance of his actions nor accepts the meanness of his behavior. He is poor, works for others, and will be very avaricious. He wanders, is unsettled, and moves from one place to another in search of greener pastures. Such a person never reveals his plans and programs to others. He is essentially secretive, and even in married life complete trust and mutual understanding will be lacking.",Owns Houses 8 and ,Capricorn in 1,Sun in 1,Sun in Capricorn,Capricorn Ascendant,82,,,,,,,,,,,,
1,Capricorn,Moon,Capricorn Ascendant,Moon in Capricorn in 1,"The MOON further intensifies materialistic tendencies. This native attracts a beautiful spouse, but whether he remains contented with mar­riage is difficult to predict; he could become more interested in illicit liaisons. He is lonely so often that nothing sustains him for long: he needs constant psychological support.",Owns Houses 7 and ,Capricorn in 1,Moon in 1,Moon in Capricorn,Capricorn Ascendant,83,,,,,,,,,,,,
1,Capricorn,Mercury,Capricorn Ascendant,Mercury in Capricorn in 1,"MERCURY in Capricorn in the Ascendant is not totally adverse. Spiritual proclivities are always possible under this influence. It may bring poverty, make him work for others and incur financial problems, but it will also bring him into contact with thoughtful and influential people who help him in extraordinary ways. Intellectually he possesses a deep insight into human character and motivation. Leaning toward physical weakness, he is often unable to establish a successful sexual rapport with his spouse.",Owns Houses 6 and 9,Capricorn in 1,Mercury in 1,Mercury in Capricorn,Capricorn Ascendant,84,,,,,,,,,,,,
1,Capricorn,Venus,Capricorn Ascendant,Venus in Capricorn in 1,"VENUS will seem to promise material prosperity, but the results will fall short of expectation. Toe individual will possess artistic talents, have a good education, and enjoy the company of respectable people. But his interest in sex may be exaggerated and he could lean towards compulsive expressions of promiscuity.",Owns Houses 5 and 10,Capricorn in 1,Venus in 1,Venus in Capricorn,Capricorn Ascendant,85,,,,,,,,,,,,
1,Capricorn,Mars,Capricorn Ascendant,Mars in Capricorn in 1,"MARS in Capricorn natives are exceptionally important people. Born under this planetary placement in the Ascendant are leaders of the com­munity who have certain spiritual goals to achieve and new areas of human experience to explore. Such a person is regal in his appearance, invincible in his onslaught, commanding in his approach, and full of energy and warmth in his behavior. He is always victorious. He enjoys the confi­dences of his followers and remains active until the end of his life. Such an individual is born to lead and in the pursuit of his objective even martyrdom is no sacrifice.",Owns Houses 4 and 11,Capricorn in 1,Mars in 1,Mars in Capricorn,Capricorn Ascendant,86,,,,,,,,,,,,
1,Capricorn,Jupiter,Capricorn Ascendant,Jupiter in Capricorn in 1,"JUPITER is debilitated in Capricorn and its impact is adverse, making the individual miserable in many ways. He displays immense fortitude and tremendous forbearance, but there are breaks in his education, unhap­piness in his relationships, and a lack of wealth or social status. Such a person will be a wanderer, filled with anxiety even when he wins acclaim for his wisdom in foreign lands.",Owns Houses 12 and 3,Capricorn in 1,Jupiter in 1,Jupiter in Capricorn,Capricorn Ascendant,87,,,,,,,,,,,,
1,Capricorn,Saturn,Capricorn Ascendant,Saturn in Capricorn in 1,"An individual with SATURN rising in Capricorn is exceptionally evolved, but his uniqueness is not expressed in terms of Martian courage or victory over his enemies. Saturn gives matured dispassion and enlight­enment leading to liberation. A person born under the influence of such a Saturn is certainly wealthy and leads society in some way. His primary spirit manifests through his complete abandonment of the material con­veniences of life. He is not concerned about his outer expression or the way he looks; instead he is very particular about the quality of his thinking and the impression he makes upon the society in which he resides. Sex can be his greatest weakness and he is often attracted to an older, unloved or rejected partner.",Owns Houses 1 and 2,Capricorn in 1,Saturn in 1,Saturn in Capricorn,Capricorn Ascendant,88,,,,,,,,,,,,
1,Capricorn,Rahu,Capricorn Ascendant,Rahu in Capricorn in 1,RAHU in the Ascendant burdens the native with family responsibili­ties and depression. He may also suffer from skin diseases,Owns Houses 7 and ,Capricorn in 1,Rahu in 1,Rahu in Capricorn,Capricorn Ascendant,89,,,,,,,,,,,,
1,Capricorn,Ketu,Capricorn Ascendant,Ketu in Capricorn in 1,"With KETU in this position, there is a tendency to become melan­cholic. However, the native will gain opportunities to develop his psychic faculties. Whenever a lunar node rises in Capricorn, the native is deprived of a happy marriage.",Owns Houses 12 and 3,Capricorn in 1,Ketu in 1,Ketu in Capricorn,Capricorn Ascendant,90,,,,,,,,,,,,
1,Aquarius,Sun,Aquarius Ascendant,Sun in Aquarius in 1,"The SUN is not helpful when rising in Aquarius. The loss of self-re­ spect is so complete that the individual can stoop to any degree of meanness, engage in an ignoble profession, and behave in the most atrocious manner.",Owns Houses 7 and ,Aquarius in 1,Sun in 1,Sun in Aquarius,Aquarius Ascendant,91,,,,,,,,,,,,
1,Aquarius,Moon,Aquarius Ascendant,Moon in Aquarius in 1,"The MOON in this position can give worse results. Its native is usually tall, has a long neck, is hard hearted, adulterous, and covetous of other people’s wealth. He often suffers from pecuniary losses and engages in undesirable activities. He may be scandalized and persecuted.",Owns Houses 6 and ,Aquarius in 1,Moon in 1,Moon in Aquarius,Aquarius Ascendant,92,,,,,,,,,,,,
1,Aquarius,Mercury,Aquarius Ascendant,Mercury in Aquarius in 1,MERCURY is not favorable here either. The person has a sharp intellect but he uses his cleverness in questionable dealings; he can be so psychic that he controls the minds of others. But he usually spends his life working in servitude and does not possess enough vitality to discharge his own individual responsibilities.,Owns Houses 5 and 8,Aquarius in 1,Mercury in 1,Mercury in Aquarius,Aquarius Ascendant,93,,,,,,,,,,,,
1,Aquarius,Venus,Aquarius Ascendant,Venus in Aquarius in 1,"VENUS, on the other hand, is auspicious here and enables people to gain wealth and status in life. This native is attractive but is usually licentious in a relationship.",Owns Houses 4 and 9,Aquarius in 1,Venus in 1,Venus in Aquarius,Aquarius Ascendant,94,,,,,,,,,,,,
1,Aquarius,Mars,Aquarius Ascendant,Mars in Aquarius in 1,"MARS in the Ascendant introduces certain contradictions. An indi­vidual under its impact aspires to achieve great heights in life, but circumstances always pull him down. Naturally, there is mental turmoil and psychological tension which can le.ad to high blood pressure and depression. He possesses a sh.arp intellect which he is unable lo utilize in a positive way. Often he becomes poor, loses status in society, wanders from place lo place, and leads a frustrated life.",Owns Houses 3 and 10,Aquarius in 1,Mars in 1,Mars in Aquarius,Aquarius Ascendant,95,,,,,,,,,,,,
